TreeDepth,Offset,Proto,LocalAddr,LocalPort,ForeignAddr,ForeignPort,State,PID,Owner,Created
0,0xd88e41a20710,TCPv4,192.168.78.131,50693,20.194.184.156,443,ESTABLISHED,3176,smartscreen.ex,2024-10-12 05:46:51.000000 UTC
0,0xd88e41a4a4c0,TCPv4,192.168.78.131,50728,142.250.71.170,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:26.000000 UTC
0,0xd88e41a51af0,TCPv4,192.168.78.131,50872,23.219.172.114,80,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:23.000000 UTC
0,0xd88e41a65270,TCPv4,192.168.78.131,50742,40.126.16.165,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:28.000000 UTC
0,0xd88e41a75a20,TCPv4,192.168.78.131,50886,23.2.16.88,80,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e41add620,TCPv4,192.168.78.131,50732,23.219.73.192,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:27.000000 UTC
0,0xd88e41b55010,TCPv4,192.168.78.131,50808,204.79.197.203,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e41c124a0,TCPv4,192.168.78.131,50811,142.250.197.1,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e41c20880,TCPv4,192.168.78.131,50809,142.250.199.194,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e41c4aa40,UDPv4,0.0.0.0,56989,*,0,,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e41d0a740,TCPv4,192.168.78.131,50737,13.107.246.73,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:28.000000 UTC
0,0xd88e41d30010,TCPv4,192.168.78.131,50619,35.186.224.22,443,CLOSE_WAIT,9508,Spotify.exe,2024-10-12 05:37:34.000000 UTC
0,0xd88e41d4ba20,TCPv4,192.168.78.131,50895,142.250.198.174,443,CLOSED,2240,updater.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e41d9e620,TCPv4,192.168.78.131,50779,172.67.4.231,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:33.000000 UTC
0,0xd88e41dbf010,TCPv4,192.168.78.131,50893,152.195.38.76,80,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e41dbf620,TCPv4,192.168.78.131,50767,142.250.196.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e41df7010,TCPv4,192.168.78.131,50822,142.250.196.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e41ee7620,TCPv4,192.168.78.131,50731,104.26.6.26,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:27.000000 UTC
0,0xd88e41fbc7d0,TCPv4,192.168.78.131,50705,52.231.230.148,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:24.000000 UTC
0,0xd88e41fc2b00,TCPv4,192.168.78.131,50711,150.171.28.10,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:24.000000 UTC
0,0xd88e42009890,TCPv4,192.168.78.131,50823,142.250.196.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e422d7620,TCPv4,192.168.78.131,50766,34.107.165.188,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e422df4e0,TCPv4,192.168.78.131,50752,204.79.197.222,443,ESTABLISHED,6740,SearchApp.exe,2024-10-12 05:48:30.000000 UTC
0,0xd88e422e6010,TCPv4,192.168.78.131,50818,142.250.199.194,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e42343df0,UDPv4,0.0.0.0,62124,*,0,,9508,Spotify.exe,2024-10-12 05:46:40.000000 UTC
0,0xd88e423485d0,UDPv4,0.0.0.0,53585,*,0,,9508,Spotify.exe,2024-10-12 05:46:41.000000 UTC
0,0xd88e423485d0,UDPv6,::,53585,*,0,,9508,Spotify.exe,2024-10-12 05:46:41.000000 UTC
0,0xd88e4234e840,UDPv4,0.0.0.0,5353,*,0,,8972,msedge.exe,2024-10-12 04:41:16.000000 UTC
0,0xd88e42395050,TCPv4,192.168.78.131,50848,142.250.197.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:46.000000 UTC
0,0xd88e423954e0,TCPv4,192.168.78.131,50816,142.250.199.194,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e423a7010,TCPv4,192.168.78.131,50727,150.171.27.10,443,ESTABLISHED,6740,SearchApp.exe,2024-10-12 05:48:26.000000 UTC
0,0xd88e424524a0,TCPv4,192.168.78.131,50812,54.230.71.44,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e42479660,TCPv4,192.168.78.131,50758,13.107.246.73,443,CLOSE_WAIT,15536,msedge.exe,2024-10-12 05:48:31.000000 UTC
0,0xd88e4248baf0,TCPv4,192.168.78.131,50868,13.33.142.153,443,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:23.000000 UTC
0,0xd88e42496b00,TCPv4,192.168.78.131,50805,142.250.76.238,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e42499010,TCPv4,192.168.78.131,50734,104.84.150.35,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:27.000000 UTC
0,0xd88e424b24a0,TCPv4,192.168.78.131,50798,180.222.116.12,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e424b3320,TCPv4,192.168.78.131,50856,20.114.190.119,443,CLOSED,13064,chrome.exe,2024-10-12 05:48:55.000000 UTC
0,0xd88e4251d010,TCPv4,192.168.78.131,50759,52.231.230.148,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e425244e0,TCPv4,192.168.78.131,50814,142.250.196.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e425364a0,TCPv4,192.168.78.131,50795,13.226.120.129,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:33.000000 UTC
0,0xd88e4255e010,TCPv4,192.168.78.131,50820,142.250.196.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e4255fb50,TCPv4,192.168.78.131,50697,142.250.198.35,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:23.000000 UTC
0,0xd88e4257daa0,TCPv4,192.168.78.131,50870,34.107.221.82,80,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:23.000000 UTC
0,0xd88e42587460,TCPv4,192.168.78.131,50736,34.120.154.120,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:27.000000 UTC
0,0xd88e42588010,TCPv4,127.0.0.1,5939,127.0.0.1,50105,CLOSED,3100,TeamViewer_Ser,2024-10-12 04:43:22.000000 UTC
0,0xd88e4258a8e0,TCPv4,192.168.78.131,50714,204.79.197.237,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:24.000000 UTC
0,0xd88e425c8010,TCPv4,192.168.78.131,50739,20.72.243.62,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:28.000000 UTC
0,0xd88e4263cc80,UDPv4,0.0.0.0,57573,*,0,,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e42896010,TCPv4,192.168.78.131,50775,182.161.73.136,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e429b9010,TCPv4,192.168.78.131,50709,150.171.28.10,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:24.000000 UTC
0,0xd88e429ba010,TCPv4,192.168.78.131,50806,142.250.198.194,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e42df1880,TCPv4,192.168.78.131,50695,40.69.76.189,443,ESTABLISHED,12640,svchost.exe,2024-10-12 05:48:01.000000 UTC
0,0xd88e42f86010,TCPv4,192.168.78.131,50713,204.79.197.219,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:24.000000 UTC
0,0xd88e430205d0,UDPv4,192.168.113.129,5353,*,0,,3100,TeamViewer_Ser,2024-10-12 04:43:24.000000 UTC
0,0xd88e43164ae0,TCPv4,192.168.78.131,50857,40.69.76.189,443,ESTABLISHED,12640,svchost.exe,2024-10-12 05:48:56.000000 UTC
0,0xd88e43185df0,UDPv4,0.0.0.0,63273,*,0,,1260,svchost.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e43185df0,UDPv6,::,63273,*,0,,1260,svchost.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e43186750,UDPv4,0.0.0.0,62939,*,0,,1260,svchost.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e43186750,UDPv6,::,62939,*,0,,1260,svchost.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e43187880,UDPv4,0.0.0.0,52245,*,0,,2240,updater.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e4318a8f0,UDPv4,0.0.0.0,62604,*,0,,1260,svchost.exe,2024-10-12 05:49:28.000000 UTC
0,0xd88e4318a8f0,UDPv6,::,62604,*,0,,1260,svchost.exe,2024-10-12 05:49:28.000000 UTC
0,0xd88e43193720,UDPv4,0.0.0.0,65400,*,0,,1260,svchost.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e43193720,UDPv6,::,65400,*,0,,1260,svchost.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e43196c40,UDPv4,0.0.0.0,56927,*,0,,1260,svchost.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e43196c40,UDPv6,::,56927,*,0,,1260,svchost.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e43198860,UDPv4,0.0.0.0,63470,*,0,,1260,svchost.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e43198860,UDPv6,::,63470,*,0,,1260,svchost.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e4319ac50,UDPv4,127.0.0.1,54556,*,0,,14716,EXCEL.EXE,2024-10-12 04:43:27.000000 UTC
0,0xd88e431a4570,UDPv4,0.0.0.0,51833,*,0,,1260,svchost.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e431a4570,UDPv6,::,51833,*,0,,1260,svchost.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e431a75e0,UDPv4,0.0.0.0,58286,*,0,,2240,updater.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e431b5b90,UDPv4,0.0.0.0,62367,*,0,,1260,svchost.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e431b5b90,UDPv6,::,62367,*,0,,1260,svchost.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e431ba820,UDPv4,0.0.0.0,63355,*,0,,1260,svchost.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e431ba820,UDPv6,::,63355,*,0,,1260,svchost.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e431bb4a0,UDPv4,192.168.78.131,5353,*,0,,3100,TeamViewer_Ser,2024-10-12 04:43:24.000000 UTC
0,0xd88e431bdbb0,UDPv6,::1,5353,*,0,,3100,TeamViewer_Ser,2024-10-12 04:43:24.000000 UTC
0,0xd88e43304a70,TCPv4,192.168.78.131,50832,185.84.60.20,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:36.000000 UTC
0,0xd88e43307620,TCPv4,192.168.78.131,50782,142.250.199.206,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:33.000000 UTC
0,0xd88e4348c050,TCPv4,192.168.78.131,50764,8.210.130.181,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e434b65d0,TCPv4,192.168.78.131,50824,142.250.196.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e436461e0,UDPv4,0.0.0.0,57185,*,0,,13064,chrome.exe,2024-10-12 05:49:05.000000 UTC
0,0xd88e4364d260,UDPv4,0.0.0.0,49946,*,0,,1260,svchost.exe,2024-10-12 05:49:07.000000 UTC
0,0xd88e4364d260,UDPv6,::,49946,*,0,,1260,svchost.exe,2024-10-12 05:49:07.000000 UTC
0,0xd88e4364f650,UDPv4,0.0.0.0,64945,*,0,,13064,chrome.exe,2024-10-12 05:49:10.000000 UTC
0,0xd88e436537f0,UDPv4,0.0.0.0,59828,*,0,,1260,svchost.exe,2024-10-12 05:49:10.000000 UTC
0,0xd88e436537f0,UDPv6,::,59828,*,0,,1260,svchost.exe,2024-10-12 05:49:10.000000 UTC
0,0xd88e436701c0,UDPv4,0.0.0.0,49669,*,0,,1260,svchost.exe,2024-10-12 05:49:16.000000 UTC
0,0xd88e436701c0,UDPv6,::,49669,*,0,,1260,svchost.exe,2024-10-12 05:49:16.000000 UTC
0,0xd88e4367d960,UDPv4,0.0.0.0,62819,*,0,,1260,svchost.exe,2024-10-12 05:49:15.000000 UTC
0,0xd88e4367d960,UDPv6,::,62819,*,0,,1260,svchost.exe,2024-10-12 05:49:15.000000 UTC
0,0xd88e439a1e60,UDPv4,0.0.0.0,5355,*,0,,1260,svchost.exe,2024-10-12 05:35:54.000000 UTC
0,0xd88e439a1e60,UDPv6,::,5355,*,0,,1260,svchost.exe,2024-10-12 05:35:54.000000 UTC
0,0xd88e439ba9b0,UDPv4,0.0.0.0,5355,*,0,,1260,svchost.exe,2024-10-12 05:35:54.000000 UTC
0,0xd88e43ae74e0,TCPv4,192.168.78.131,50815,142.250.198.194,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e43be7050,TCPv4,192.168.78.131,50851,142.250.197.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:46.000000 UTC
0,0xd88e43c08bb0,UDPv4,0.0.0.0,52237,*,0,,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e43c17de0,UDPv4,0.0.0.0,50627,*,0,,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e43c18420,UDPv4,0.0.0.0,55356,*,0,,1260,svchost.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e43c18420,UDPv6,::,55356,*,0,,1260,svchost.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e43c18740,UDPv4,0.0.0.0,54280,*,0,,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e43c190a0,UDPv4,0.0.0.0,58191,*,0,,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e43c193c0,UDPv4,0.0.0.0,61175,*,0,,1260,svchost.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e43c193c0,UDPv6,::,61175,*,0,,1260,svchost.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e43c1a4f0,UDPv4,0.0.0.0,50021,*,0,,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e43c1bc60,UDPv4,0.0.0.0,65282,*,0,,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e43c1d6f0,UDPv4,0.0.0.0,49200,*,0,,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e43c1dba0,UDPv4,0.0.0.0,49194,*,0,,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e43c23320,UDPv4,0.0.0.0,55467,*,0,,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e43c24c20,UDPv4,0.0.0.0,55934,*,0,,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e43c33360,UDPv4,0.0.0.0,55706,*,0,,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e43c35110,UDPv4,0.0.0.0,54515,*,0,,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e43c47310,UDPv4,0.0.0.0,65397,*,0,,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e43d09620,TCPv4,192.168.78.131,50844,142.250.197.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:46.000000 UTC
0,0xd88e43f80010,TCPv4,192.168.78.131,50841,18.140.40.192,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:38.000000 UTC
0,0xd88e4420f670,TCPv4,192.168.78.131,50830,202.89.233.101,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e44235050,TCPv4,192.168.78.131,50707,52.168.117.168,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:24.000000 UTC
0,0xd88e442de1b0,TCPv4,192.168.78.131,50826,142.250.196.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e442dead0,TCPv4,192.168.78.131,50825,142.250.196.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e442e4670,TCPv4,192.168.78.131,50827,142.250.197.1,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e4436fa20,TCPv4,192.168.78.131,50878,142.250.76.3,80,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:23.000000 UTC
0,0xd88e44759620,TCPv4,192.168.78.131,50763,13.224.166.27,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e4475d4a0,TCPv4,192.168.78.131,50789,13.107.246.73,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:33.000000 UTC
0,0xd88e44959d80,UDPv4,192.168.113.129,64919,*,0,,9324,Spotify.exe,2024-10-12 05:49:22.000000 UTC
0,0xd88e44984050,TCPv4,192.168.78.131,50756,152.199.39.108,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:31.000000 UTC
0,0xd88e44c02300,UDPv4,0.0.0.0,5353,*,0,,3452,chrome.exe,2024-10-12 05:48:14.000000 UTC
0,0xd88e44c02620,UDPv4,0.0.0.0,5353,*,0,,3452,chrome.exe,2024-10-12 05:48:14.000000 UTC
0,0xd88e44c02620,UDPv6,::,5353,*,0,,3452,chrome.exe,2024-10-12 05:48:14.000000 UTC
0,0xd88e44c02ad0,UDPv4,0.0.0.0,5353,*,0,,3452,chrome.exe,2024-10-12 05:48:14.000000 UTC
0,0xd88e44c02c60,UDPv4,0.0.0.0,5353,*,0,,3452,chrome.exe,2024-10-12 05:48:14.000000 UTC
0,0xd88e44c02c60,UDPv6,::,5353,*,0,,3452,chrome.exe,2024-10-12 05:48:14.000000 UTC
0,0xd88e44c40b00,UDPv4,0.0.0.0,63921,*,0,,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e44c53260,TCPv4,192.168.78.131,50750,43.251.41.5,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:30.000000 UTC
0,0xd88e44d3c7d0,UDPv4,0.0.0.0,58928,*,0,,1260,svchost.exe,2024-10-12 05:46:29.000000 UTC
0,0xd88e44d3c7d0,UDPv6,::,58928,*,0,,1260,svchost.exe,2024-10-12 05:46:29.000000 UTC
0,0xd88e44e53260,TCPv4,192.168.78.131,50740,13.107.246.73,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:28.000000 UTC
0,0xd88e44ed8a20,TCPv4,-,50883,-,443,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e44f634a0,TCPv4,192.168.78.131,50790,104.18.30.138,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:33.000000 UTC
0,0xd88e44f8da20,TCPv4,192.168.78.131,50876,34.160.144.191,443,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:23.000000 UTC
0,0xd88e44f92a20,TCPv4,192.168.78.131,50875,142.250.76.3,80,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:23.000000 UTC
0,0xd88e44fa2a20,TCPv4,192.168.78.131,50873,34.149.100.209,443,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:23.000000 UTC
0,0xd88e4502a010,TCPv4,192.168.78.131,50751,13.226.120.105,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:30.000000 UTC
0,0xd88e451df010,TCPv4,192.168.78.131,50722,204.79.197.203,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:26.000000 UTC
0,0xd88e45213470,UDPv4,0.0.0.0,50897,*,0,,1260,svchost.exe,2024-10-12 05:45:10.000000 UTC
0,0xd88e45213470,UDPv6,::,50897,*,0,,1260,svchost.exe,2024-10-12 05:45:10.000000 UTC
0,0xd88e45214410,UDPv4,0.0.0.0,62821,*,0,,1260,svchost.exe,2024-10-12 05:45:09.000000 UTC
0,0xd88e45214410,UDPv6,::,62821,*,0,,1260,svchost.exe,2024-10-12 05:45:09.000000 UTC
0,0xd88e4521b620,UDPv4,0.0.0.0,55558,*,0,,10344,MpCmdRun.exe,2024-10-12 05:45:10.000000 UTC
0,0xd88e45226520,UDPv4,0.0.0.0,50912,*,0,,1260,svchost.exe,2024-10-12 05:45:10.000000 UTC
0,0xd88e45226520,UDPv6,::,50912,*,0,,1260,svchost.exe,2024-10-12 05:45:10.000000 UTC
0,0xd88e45266010,TCPv4,192.168.78.131,50776,142.250.76.8,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e4527a010,TCPv4,192.168.78.131,50862,142.250.198.99,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:49:10.000000 UTC
0,0xd88e452934a0,TCPv4,192.168.78.131,50786,142.250.198.46,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:33.000000 UTC
0,0xd88e4529a4a0,TCPv4,192.168.78.131,50791,98.82.158.241,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:33.000000 UTC
0,0xd88e452bf150,TCPv4,192.168.78.131,50721,204.79.197.203,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:25.000000 UTC
0,0xd88e452c3a20,TCPv4,192.168.78.131,50884,34.98.75.36,443,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e452d9a20,TCPv4,192.168.78.131,50885,23.2.16.88,80,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e452e8010,TCPv4,192.168.78.131,50852,142.250.197.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:46.000000 UTC
0,0xd88e452e84a0,TCPv4,192.168.78.131,50859,40.69.76.189,443,ESTABLISHED,12640,svchost.exe,2024-10-12 05:48:56.000000 UTC
0,0xd88e452f24a0,TCPv4,192.168.78.131,50847,142.250.197.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:46.000000 UTC
0,0xd88e453244a0,TCPv4,192.168.78.131,50788,142.251.170.157,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:33.000000 UTC
0,0xd88e45325010,TCPv4,192.168.78.131,50784,18.165.83.79,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:33.000000 UTC
0,0xd88e45326010,TCPv4,192.168.78.131,50706,52.168.117.168,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:24.000000 UTC
0,0xd88e45330010,TCPv4,192.168.78.131,50778,204.79.197.203,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e45388a60,TCPv4,192.168.78.131,50712,150.171.28.10,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:24.000000 UTC
0,0xd88e453ac010,TCPv4,192.168.78.131,50757,13.107.246.73,443,CLOSE_WAIT,15536,msedge.exe,2024-10-12 05:48:31.000000 UTC
0,0xd88e453af4e0,TCPv4,192.168.78.131,50835,52.94.222.140,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:36.000000 UTC
0,0xd88e453b3a20,TCPv4,192.168.78.131,50869,34.107.221.82,80,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:23.000000 UTC
0,0xd88e454e04a0,TCPv4,192.168.78.131,50821,142.250.196.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e456afa20,TCPv4,192.168.78.131,50887,23.2.16.88,80,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e45fdc050,TCPv4,192.168.78.131,50642,162.125.40.2,443,ESTABLISHED,10772,Dropbox.exe,2024-10-12 05:41:05.000000 UTC
0,0xd88e46150a20,TCPv4,192.168.78.131,50700,142.250.196.234,443,CLOSED,13064,chrome.exe,2024-10-12 05:48:23.000000 UTC
0,0xd88e461a1010,TCPv4,192.168.78.131,50855,142.250.197.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:46.000000 UTC
0,0xed0000066650,UDPv4,0.0.0.0,64945,*,0,,13064,chrome.exe,2024-10-12 05:49:10.000000 UTC
0,0xed0000067260,UDPv4,0.0.0.0,49946,*,0,,1260,svchost.exe,2024-10-12 05:49:07.000000 UTC
0,0xed0000067260,UDPv6,::,49946,*,0,,1260,svchost.exe,2024-10-12 05:49:07.000000 UTC
0,0xed00000901c0,UDPv4,0.0.0.0,49669,*,0,,1260,svchost.exe,2024-10-12 05:49:16.000000 UTC
0,0xed00000901c0,UDPv6,::,49669,*,0,,1260,svchost.exe,2024-10-12 05:49:16.000000 UTC
0,0xed00000d8960,UDPv4,0.0.0.0,62819,*,0,,1260,svchost.exe,2024-10-12 05:49:15.000000 UTC
0,0xed00000d8960,UDPv6,::,62819,*,0,,1260,svchost.exe,2024-10-12 05:49:15.000000 UTC
0,0xed00001487f0,UDPv4,0.0.0.0,59828,*,0,,1260,svchost.exe,2024-10-12 05:49:10.000000 UTC
0,0xed00001487f0,UDPv6,::,59828,*,0,,1260,svchost.exe,2024-10-12 05:49:10.000000 UTC
0,0xed00001531e0,UDPv4,0.0.0.0,57185,*,0,,13064,chrome.exe,2024-10-12 05:49:05.000000 UTC
0,0xed00001f6050,TCPv4,192.168.78.131,50764,8.210.130.181,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:32.000000 UTC

