TreeDepth,PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,Audit,Cmd,Path
4,10716,10448,jusched.exe,0xd88e42c970c0,1,-,1,True,2024-10-12 04:37:24.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Common Files\\Java\\Java Update\\jusched.exe,"""C:\\Program Files (x86)\\Common Files\\Java\\Java Update\\jusched.exe"" ",C:\\Program Files (x86)\\Common Files\\Java\\Java Update\\jusched.exe
5,14320,10716,jucheck.exe,0xd88e41eb5080,3,-,1,True,2024-10-12 04:42:24.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Common Files\\Java\\Java Update\\jucheck.exe,"""C:\\Program Files (x86)\\Common Files\\Java\\Java Update\\jucheck.exe"" -auto",C:\\Program Files (x86)\\Common Files\\Java\\Java Update\\jucheck.exe
4,10772,10448,Dropbox.exe,0xd88e42ccd080,96,-,1,False,2024-10-12 04:37:24.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe,"""C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe"" /systemstartup",C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe
5,11040,10772,Dropbox.exe,0xd88e43258080,13,-,1,False,2024-10-12 04:37:30.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe,"""C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe"" --type=renderer --user-data-dir=""C:\\Users\\night01\\AppData\\Roaming\\Dropbox"" --standard-schemes=dbx-local --secure-schemes=dbx-local,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=dbx-local,sentry-ipc --fetch-schemes=sentry-ipc --service-worker-schemes --streaming-schemes=dbx-local --app-path=""C:\\Program Files (x86)\\Dropbox\\Client\\209.4.3661\\resources\\app.asar"" --enable-sandbox --lang=en-US --device-scale-factor=1.75 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=5 --launch-time-ticks=103413683 --mojo-platform-channel-handle=8704 --field-trial-handle=4880,i,5805949314613715319,11049368965076630833,131072 --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:1",C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe
5,12100,10772,Dropbox.exe,0xd88e42fbb080,8,-,1,False,2024-10-12 04:37:30.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe,"""C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\\Users\\night01\\AppData\\Roaming\\Dropbox"" --standard-schemes=dbx-local --secure-schemes=dbx-local,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=dbx-local,sentry-ipc --fetch-schemes=sentry-ipc --service-worker-schemes --streaming-schemes=dbx-local --mojo-platform-channel-handle=5080 --field-trial-handle=4880,i,5805949314613715319,11049368965076630833,131072 --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8",C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe
5,12072,10772,Dropbox.exe,0xd88e42fe22c0,10,-,1,False,2024-10-12 04:37:29.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe,"""C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe"" --type=gpu-process --crashpad-handler-ipc-pipe-name=""\\\\.\\pipe\\crashpad_10772_CTQAPRBHROCAMWSH"" --crashpad-annotations=""product_name:desktop_client,buildid:main,buildno:Dropbox-win-209.4.3661,platform:win,platform_version:10 19045"" --user-data-dir=""C:\\Users\\night01\\AppData\\Roaming\\Dropbox"" --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=4872 --field-trial-handle=4880,i,5805949314613715319,11049368965076630833,131072 --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:2",C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe
5,7336,10772,Dropbox.exe,0xd88e42426080,13,-,1,False,2024-10-12 04:37:46.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe,"""C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe"" --type=renderer --user-data-dir=""C:\\Users\\night01\\AppData\\Roaming\\Dropbox"" --standard-schemes=dbx-local --secure-schemes=dbx-local,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=dbx-local,sentry-ipc --fetch-schemes=sentry-ipc --service-worker-schemes --streaming-schemes=dbx-local --app-path=""C:\\Program Files (x86)\\Dropbox\\Client\\209.4.3661\\resources\\app.asar"" --enable-sandbox --lang=en-US --device-scale-factor=1.75 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=118970014 --mojo-platform-channel-handle=10664 --field-trial-handle=4880,i,5805949314613715319,11049368965076630833,131072 --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:1",C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe
5,10796,10772,Dropbox.exe,0xd88e42cd1080,6,-,1,False,2024-10-12 04:37:24.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe,"""C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe"" -type:crashpad-handler --no-upload-gzip --no-rate-limit --capture-python --no-identify-client-via-url --database=C:\\Users\\night01\\AppData\\Local\\Dropbox\\Crashpad --metrics-dir=0 --url=https://d.dropbox.com/report_crashpad_minidump --https-pin=0xfb,0xe3,0x1,0x80,0x31,0xf9,0x58,0x6b,0xcb,0xf4,0x17,0x27,0xe4,0x17,0xb7,0xd1,0xc4,0x5c,0x2f,0x47,0xf9,0x3b,0xe3,0x72,0xa1,0x7b,0x96,0xb5,0x7,0x57,0xd5,0xa2 --https-pin=0x7f,0x42,0x96,0xfc,0x5b,0x6a,0x4e,0x3b,0x35,0xd3,0xc3,0x69,0x62,0x3e,0x36,0x4a,0xb1,0xaf,0x38,0x1d,0x8f,0xa7,0x12,0x15,0x33,0xc9,0xd6,0xc6,0x33,0xea,0x24,0x61 --https-pin=0x36,0xab,0xc3,0x26,0x56,0xac,0xfc,0x64,0x5c,0x61,0xb7,0x16,0x13,0xc4,0xbf,0x21,0xc7,0x87,0xf5,0xca,0xbb,0xee,0x48,0x34,0x8d,0x58,0x59,0x78,0x3,0xd7,0xab,0xc9 --https-pin=0xf7,0xec,0xde,0xd5,0xc6,0x60,0x47,0xd2,0x8e,0xd6,0x46,0x6b,0x54,0x3c,0x40,0xe0,0x74,0x3a,0xbe,0x81,0xd1,0x9,0x25,0x4d,0xcf,0x84,0x5d,0x4c,0x2c,0x78,0x53,0xc5 --https-pin=0xbd,0xac,0xcb,0xf2,0xe8,0xb2,0x7c,0xc,0x2,0xa6,0x89,0xee,0x86,0x6c,0x9b,0x86,0xec,0x4,0x44,0x2a,0xfc,0xdd,0xdd,0x5d,0x4e,0xc3,0x6d,0xef,0x21,0xe7,0x61,0xdd --https-pin=0xaf,0xf9,0x88,0x90,0x6d,0xde,0x12,0x95,0x5d,0x9b,0xeb,0xbf,0x92,0x8f,0xdc,0xc3,0x1c,0xce,0x32,0x8d,0x5b,0x93,0x84,0xf2,0x1c,0x89,0x41,0xca,0x26,0xe2,0x3,0x91 --https-pin=0x8b,0xb5,0x93,0xa9,0x3b,0xe1,0xd0,0xe8,0xa8,0x22,0xbb,0x88,0x7c,0x54,0x78,0x90,0xc3,0xe7,0x6,0xaa,0xd2,0xda,0xb7,0x62,0x54,0xf9,0x7f,0xb3,0x6b,0x82,0xfc,0x26 --https-pin=0xb9,0x4c,0x19,0x83,0x0,0xce,0xc5,0xc0,0x57,0xad,0x7,0x27,0xb7,0xb,0xbe,0x91,0x81,0x69,0x92,0x25,0x64,0x39,0xa7,0xb3,0x2f,0x45,0x98,0x11,0x9d,0xda,0x9c,0x97 --https-pin=0x5a,0x88,0x96,0x47,0x22,0xe,0x54,0xd6,0xbd,0x8a,0x16,0x81,0x72,0x24,0x52,0xb,0xb5,0xc7,0x8e,0x58,0x98,0x4b,0xd5,0x70,0x50,0x63,0x88,0xb9,0xde,0xf,0x7,0x5f --https-pin=0xa4,0x95,0xc8,0xd1,0x10,0xe8,0xb9,0xe2,0x0,0xf3,0x70,0xae,0xda,0x3f,0xf9,0x2e,0xe4,0x3f,0x8e,0x3d,0x4e,0xc0,0xdb,0x1c,0xd,0xc5,0x8b,0xd7,0x62,0x88,0xb,0xa5 --https-pin=0xa0,0x2f,0xaf,0xa1,0x92,0xc8,0xcb,0x81,0xcb,0x13,0x41,0x55,0x4f,0x9c,0x5,0xb7,0x1c,0xca,0x2a,0x89,0xb,0xd,0x12,0x98,0xd6,0x83,0x64,0x7c,0x96,0x1e,0xfb,0xdf --https-pin=0x6a,0x97,0xb5,0x1c,0x82,0x19,0xe9,0x3e,0x5d,0xec,0x64,0xba,0xd5,0x80,0x6c,0xde,0xb0,0xf8,0x35,0x5b,0xe4,0x7e,0x75,0x70,0x10,0xb7,0x2,0x45,0x6e,0x1,0xaa,0xfd --https-pin=0x2b,0x7,0x1c,0x59,0xa0,0xa0,0xae,0x76,0xb0,0xea,0xdb,0x2b,0xad,0x23,0xba,0xd4,0x58,0xb,0x69,0xc3,0x60,0x1b,0x63,0xc,0x2e,0xaf,0x6,0x13,0xaf,0xa8,0x3f,0x92 --annotation=is_store_managed=false --annotation=machine_id=b20da6e7-c445-4c03-8a8d-5895cbe3f5f5 --annotation=platform=win ""--annotation=platform_version=10 19045"" --initial-client-data=0x2a0,0x2a4,0x2a8,0x27c,0x2ac,0x7ffc70834378,0x7ffc70834338,0x7ffc70834348",C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe
5,10832,10772,Dropbox.exe,0xd88e42cd0080,2,-,1,False,2024-10-12 04:37:24.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe,"""C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe"" -type:exit-monitor -method:collectupload -session-token:d4911212-e94e-41f9-9334-73a462550a38 -target-handle:716 -target-shutdown-event:684 -target-restart-event:712 ""-target-command-line:\\""C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe\\"" /systemstartup"" -python-version:3.8.17 -process-type:main -handler-pipe:\\\\.\\pipe\\crashpad_10772_CTQAPRBHROCAMWSH",C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe
5,7696,10772,Dropbox.exe,0xd88e42419080,13,-,1,False,2024-10-12 04:37:46.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe,"""C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe"" --type=renderer --user-data-dir=""C:\\Users\\night01\\AppData\\Roaming\\Dropbox"" --standard-schemes=dbx-local --secure-schemes=dbx-local,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=dbx-local,sentry-ipc --fetch-schemes=sentry-ipc --service-worker-schemes --streaming-schemes=dbx-local --app-path=""C:\\Program Files (x86)\\Dropbox\\Client\\209.4.3661\\resources\\app.asar"" --enable-sandbox --lang=en-US --device-scale-factor=1.75 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=6 --launch-time-ticks=118893621 --mojo-platform-channel-handle=9800 --field-trial-handle=4880,i,5805949314613715319,11049368965076630833,131072 --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:1",C:\\Program Files (x86)\\Dropbox\\Client\\Dropbox.exe
3,10928,840,RuntimeBroker.,0xd88e42d9a080,1,-,1,False,2024-10-12 04:37:25.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\RuntimeBroker.exe,C:\\Windows\\System32\\RuntimeBroker.exe -Embedding,C:\\Windows\\System32\\RuntimeBroker.exe
3,2448,840,ApplicationFra,0xd88e42411080,3,-,1,False,2024-10-12 04:37:43.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\ApplicationFrameHost.exe,C:\\WINDOWS\\system32\\ApplicationFrameHost.exe -Embedding,C:\\WINDOWS\\system32\\ApplicationFrameHost.exe
3,1684,840,RuntimeBroker.,0xd88e415ec080,8,-,1,False,2024-10-12 04:37:05.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\RuntimeBroker.exe,C:\\Windows\\System32\\RuntimeBroker.exe -Embedding,C:\\Windows\\System32\\RuntimeBroker.exe
3,7028,840,StartMenuExper,0xd88e40cb0080,15,-,1,False,2024-10-12 04:37:04.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\SystemApps\\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\\StartMenuExperienceHost.exe,"""C:\\WINDOWS\\SystemApps\\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\\StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca",C:\\WINDOWS\\SystemApps\\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\\StartMenuExperienceHost.exe
3,6740,840,SearchApp.exe,0xd88e418b70c0,54,-,1,False,2024-10-12 04:37:05.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\SystemApps\\Microsoft.Windows.Search_cw5n1h2txyewy\\SearchApp.exe,-,-
3,6676,840,RuntimeBroker.,0xd88e415c6080,15,-,1,False,2024-10-12 04:37:05.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\RuntimeBroker.exe,C:\\Windows\\System32\\RuntimeBroker.exe -Embedding,C:\\Windows\\System32\\RuntimeBroker.exe
3,12476,840,RuntimeBroker.,0xd88e41bf3080,1,-,1,False,2024-10-12 04:37:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\RuntimeBroker.exe,C:\\Windows\\System32\\RuntimeBroker.exe -Embedding,C:\\Windows\\System32\\RuntimeBroker.exe
2,12620,684,svchost.exe,0xd88e41aed080,5,-,0,False,2024-10-12 05:48:14.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k netsvcs -p -s gpsvc,C:\\WINDOWS\\system32\\svchost.exe
2,1360,684,svchost.exe,0xd88e3e7042c0,9,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k netsvcs -p -s Schedule,C:\\WINDOWS\\system32\\svchost.exe
3,5360,1360,taskhostw.exe,0xd88e411ce080,4,-,1,False,2024-10-12 05:05:55.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\taskhostw.exe,taskhostw.exe,C:\\WINDOWS\\system32\\taskhostw.exe
3,5772,1360,DropboxUpdate.,0xd88e399b1080,3,-,0,True,2024-10-12 04:37:03.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Dropbox\\Update\\DropboxUpdate.exe,"""C:\\Program Files (x86)\\Dropbox\\Update\\DropboxUpdate.exe"" /c",C:\\Program Files (x86)\\Dropbox\\Update\\DropboxUpdate.exe
4,3000,5772,DropboxCrashHa,0xd88e40d3d080,3,-,0,True,2024-10-12 04:37:04.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Dropbox\\Update\\1.3.911.1\\DropboxCrashHandler.exe,"""C:\\Program Files (x86)\\Dropbox\\Update\\1.3.911.1\\DropboxCrashHandler.exe"" /crashhandler",C:\\Program Files (x86)\\Dropbox\\Update\\1.3.911.1\\DropboxCrashHandler.exe
3,1076,1360,taskhostw.exe,0xd88e40395080,9,-,1,False,2024-10-12 04:37:03.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\taskhostw.exe,taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E},C:\\WINDOWS\\system32\\taskhostw.exe
3,10344,1360,MpCmdRun.exe,0xd88e41d83080,8,-,0,False,2024-10-12 05:47:43.000000 UTC,N/A,\\Device\\HarddiskVolume4\\ProgramData\\Windows Defender\\MpCmdRun.exe,"""C:\\ProgramData\\Windows Defender\\MpCmdRun.exe"" Scan -ScheduleJob -ScanTrigger 55 -IdleScheduledJob",C:\\ProgramData\\Windows Defender\\MpCmdRun.exe
4,2392,10344,conhost.exe,0xd88e43f39080,5,-,0,False,2024-10-12 05:47:43.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\conhost.exe,\\??\\C:\\WINDOWS\\system32\\conhost.exe 0x4,C:\\WINDOWS\\system32\\conhost.exe
2,3408,684,svchost.exe,0xd88e3ef52340,5,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k LocalService -p -s WdiServiceHost,C:\\WINDOWS\\System32\\svchost.exe
2,1880,684,svchost.exe,0xd88e3e99a300,5,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalSystemNetworkRestricted -p -s SysMain,C:\\WINDOWS\\system32\\svchost.exe
2,1888,684,SearchIndexer.,0xd88e407492c0,21,-,0,False,2024-10-12 04:35:55.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\SearchIndexer.exe,C:\\WINDOWS\\system32\\SearchIndexer.exe /Embedding,C:\\WINDOWS\\system32\\SearchIndexer.exe
3,12800,1888,SearchProtocol,0xd88e42391080,9,-,1,False,2024-10-12 05:49:02.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\SearchProtocolHost.exe,"""C:\\WINDOWS\\system32\\SearchProtocolHost.exe"" Global\\UsGthrFltPipeMssGthrPipe_S-1-5-21-411441930-1948176133-3753348345-11067_ Global\\UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-411441930-1948176133-3753348345-11067 1 -2147483646 ""Software\\Microsoft\\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\\ProgramData\\Microsoft\\Search\\Data\\Temp\\usgthrsvc"" ""DownLevelDaemon""  ""1""",C:\\WINDOWS\\system32\\SearchProtocolHost.exe
3,13352,1888,SearchFilterHo,0xd88e4519c080,7,-,0,False,2024-10-12 05:49:03.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\SearchFilterHost.exe,"""C:\\WINDOWS\\system32\\SearchFilterHost.exe"" 0 832 836 844 8192 840 812 ",C:\\WINDOWS\\system32\\SearchFilterHost.exe
2,12640,684,svchost.exe,0xd88e44c5e2c0,13,-,0,False,2024-10-12 04:37:55.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k NetworkService -p -s DoSvc,C:\\WINDOWS\\System32\\svchost.exe
2,13156,684,svchost.exe,0xd88e44a260c0,7,-,0,False,2024-10-12 04:37:56.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k LocalServiceNetworkRestricted -p -s wscsvc,C:\\WINDOWS\\System32\\svchost.exe
2,1896,684,svchost.exe,0xd88e3e99c340,4,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalService -p -s EventSystem,C:\\WINDOWS\\system32\\svchost.exe
2,2920,684,armsvc.exe,0xd88e3ecdb340,2,-,0,True,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Common Files\\Adobe\\ARM\\1.0\\armsvc.exe,"""C:\\Program Files (x86)\\Common Files\\Adobe\\ARM\\1.0\\armsvc.exe""",C:\\Program Files (x86)\\Common Files\\Adobe\\ARM\\1.0\\armsvc.exe
2,1904,684,svchost.exe,0xd88e3e9980c0,4,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k netsvcs -p -s Themes,C:\\WINDOWS\\System32\\svchost.exe
2,2928,684,svchost.exe,0xd88e399b9080,10,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k NetworkService -p -s CryptSvc,C:\\WINDOWS\\system32\\svchost.exe
2,2428,684,svchost.exe,0xd88e3ec4c2c0,2,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k netsvcs -p -s ShellHWDetection,C:\\WINDOWS\\System32\\svchost.exe
2,16252,684,svchost.exe,0xd88e452e1080,5,-,0,False,2024-10-12 04:53:27.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k LocalSystemNetworkRestricted -p -s DsSvc,C:\\WINDOWS\\System32\\svchost.exe
2,2944,684,svchost.exe,0xd88e39995080,11,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k utcsvc -p,C:\\WINDOWS\\System32\\svchost.exe
3,5132,2944,AggregatorHost,0xd88e408b5080,1,-,0,False,2024-10-12 04:35:56.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\AggregatorHost.exe,AggregatorHost.exe,C:\\WINDOWS\\System32\\AggregatorHost.exe
2,2952,684,DbxSvc.exe,0xd88e39993080,24,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\DbxSvc.exe,C:\\WINDOWS\\system32\\DbxSvc.exe,C:\\WINDOWS\\system32\\DbxSvc.exe
2,1928,684,svchost.exe,0xd88e40cb2080,8,-,0,False,2024-10-12 04:37:03.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k netsvcs -p -s TokenBroker,C:\\WINDOWS\\system32\\svchost.exe
2,2964,684,OfficeClickToR,0xd88e39991080,17,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files\\Common Files\\microsoft shared\\ClickToRun\\OfficeClickToRun.exe,"""C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\OfficeClickToRun.exe"" /service",C:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\OfficeClickToRun.exe
2,2456,684,svchost.exe,0xd88e3ec7c0c0,14,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k netsvcs -p -s Winmgmt,C:\\WINDOWS\\system32\\svchost.exe
2,10140,684,svchost.exe,0xd88e40d512c0,12,-,0,False,2024-10-12 04:37:23.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalSystemNetworkRestricted -p -s PcaSvc,C:\\WINDOWS\\system32\\svchost.exe
2,13212,684,svchost.exe,0xd88e44c430c0,4,-,1,False,2024-10-12 04:37:56.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k UnistackSvcGroup,C:\\WINDOWS\\system32\\svchost.exe
2,2976,684,svchost.exe,0xd88e3998f080,16,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k LocalServiceNoNetwork -p -s DPS,C:\\WINDOWS\\System32\\svchost.exe
2,428,684,svchost.exe,0xd88e406e92c0,6,-,0,False,2024-10-12 04:35:55.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k netsvcs -p -s UsoSvc,C:\\WINDOWS\\system32\\svchost.exe
2,1472,684,svchost.exe,0xd88e3e7c0340,17,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalServiceNoNetworkFirewall -p,C:\\WINDOWS\\system32\\svchost.exe
2,12740,684,svchost.exe,0xd88e4256d080,1,-,0,False,2024-10-12 04:37:55.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k LocalSystemNetworkRestricted -p -s StorSvc,C:\\WINDOWS\\System32\\svchost.exe
2,968,684,svchost.exe,0xd88e3e46f340,14,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k RPCSS -p,C:\\WINDOWS\\system32\\svchost.exe
2,1488,684,svchost.exe,0xd88e3e7de2c0,5,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k netsvcs -p -s ProfSvc,C:\\WINDOWS\\system32\\svchost.exe
2,1500,684,svchost.exe,0xd88e3e7e0340,2,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalService -p,C:\\WINDOWS\\system32\\svchost.exe
2,484,684,svchost.exe,0xd88e41cec080,2,-,0,False,2024-10-12 05:48:14.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalServiceNetworkRestricted -p -s NgcCtnrSvc,C:\\WINDOWS\\system32\\svchost.exe
2,6124,684,NisSrv.exe,0xd88e40a11080,3,-,0,False,2024-10-12 04:36:00.000000 UTC,N/A,\\Device\\HarddiskVolume4\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.24080.9-0\\NisSrv.exe,"""C:\\ProgramData\\Microsoft\\Windows Defender\\platform\\4.18.24080.9-0\\NisSrv.exe""",C:\\ProgramData\\Microsoft\\Windows Defender\\platform\\4.18.24080.9-0\\NisSrv.exe
2,5612,684,svchost.exe,0xd88e40a0c080,1,-,0,False,2024-10-12 04:36:05.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalService -p -s fdPHost,C:\\WINDOWS\\system32\\svchost.exe
