TreeDepth,Offset,Name
0,0xd88e40f411d0,\\$CachedWriteThrough
0,0xd88e40f41360,\\$CachedWriteThrough
0,0xd88e40f414f0,\\$CachedWriteThrough
0,0xd88e40f41810,\\$CachedWriteThrough
0,0xd88e40f419a0,\\$CachedWriteThrough
0,0xd88e40f41b30,\\$CachedWriteThrough
0,0xd88e40f41cc0,\\$CachedWriteThrough
0,0xd88e40f41e50,\\$CachedWriteThrough
0,0xd88e40f42170,\\srvsvc
0,0xd88e40f42490,\\Windows\\WinSxS\\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.4355_none_a865f0c28672571c
0,0xd88e40f42620,\\Users\\night01\\AppData\\Local\\Packages\\Microsoft.Windows.Search_cw5n1h2txyewy\\LocalState\\AppIconCache\\175\\Microsoft_WindowsCamera_8wekyb3d8bbwe!App
0,0xd88e40f427b0,\\Program Files (x86)\\Microsoft\\Edge\\Application\\129.0.2792.89\\msedge_200_percent.pak
0,0xd88e40f42940,\\Windows\\System32\\provthrd.dll
0,0xd88e40f42c60,\\$CachedWriteThrough
0,0xd88e40f42df0,\\$CachedWriteThrough
0,0xd88e40f43110,\\Windows\\System32\\winevt\\Logs\\Parameters.evtx
0,0xd88e40f432a0,\\Windows\\System32\\winevt\\Logs\\State.evtx
0,0xd88e40f435c0,\\Users\\night01\\AppData\\Local\\Packages\\Microsoft.Windows.Search_cw5n1h2txyewy\\LocalState\\AppIconCache\\175\\Microsoft_AutoGenerated_{BB044BFD-25B7-2FAA-22A8-6371A93E0456}
0,0xd88e40f43750,\\$Directory
0,0xd88e40f438e0,\\Windows\\SysWOW64\\fwbase.dll
0,0xd88e40f43a70,\\Users\\night01\\AppData\\Local\\Packages\\Microsoft.Windows.Search_cw5n1h2txyewy\\LocalState\\EBWebView\\Default\\GPUCache\\data_2
0,0xd88e40f43c00,\\CMNotify
0,0xd88e40f43d90,\\CMNotify
0,0xd88e40f440b0,\\Windows\\SysWOW64\\FWPUCLNT.DLL
0,0xd88e40f44240,\\Program Files (x86)\\Microsoft\\Edge\\Application\\129.0.2792.89\\msedge_100_percent.pak
0,0xd88e40f443d0,\\Users\\night01\\AppData\\Local\\Packages\\Microsoft.Windows.Search_cw5n1h2txyewy\\LocalState\\AppIconCache\\175\\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_cmd_exe
0,0xd88e40f44560,\\$CachedWriteThrough
0,0xd88e40f44a10,\\$CachedWriteThrough
0,0xd88e40f44ba0,\\LOCAL\\mojo.12500.14800.12145139961494037651
0,0xd88e40f45370,\\Device\\HarddiskVolume4\\Users\\night01\\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM
0,0xd88e40f45500,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\usrClass.dat{0ca47e46-7d4c-11ef-8189-000c29440882}.TM.blf
0,0xd88e40f45820,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\usrClass.dat{0ca47e46-7d4c-11ef-8189-000c29440882}.TMContainer00000000000000000001.regtrans-ms
0,0xd88e40f45cd0,\\Windows\\System32\\SessEnv.dll
0,0xd88e40f45e60,\\$CachedWriteThrough
0,0xd88e40f46180,\\Users\\night01\\NTUSER.DAT
0,0xd88e40f46310,\\Users\\night01\\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM.blf
0,0xd88e40f464a0,\\$Directory
0,0xd88e40f46630,\\Users\\night01\\ntuser.dat.LOG2
0,0xd88e40f467c0,\\Users\\night01\\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000002.regtrans-ms
0,0xd88e40f46ae0,\\Windows\\Registration\\R00000000000d.clb
0,0xd88e40f46c70,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\usrClass.dat{0ca47e46-7d4c-11ef-8189-000c29440882}.TMContainer00000000000000000002.regtrans-ms
0,0xd88e40f46e00,\\Device\\HarddiskVolume4\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\usrClass.dat{0ca47e46-7d4c-11ef-8189-000c29440882}.TM
0,0xd88e40f47120,\\LOCAL\\mojo.12500.14800.12145139961494037651
0,0xd88e40f472b0,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\usrClass.dat
0,0xd88e40f47440,\\Device\\HarddiskVolume4\\Users\\night01\\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM
0,0xd88e40f475d0,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\Explorer\\iconcache_32.db
0,0xd88e40f47760,\\Users\\night01\\ntuser.dat.LOG1
0,0xd88e40f478f0,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\usrClass.dat.LOG1
0,0xd88e40f47a80,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\usrClass.dat.LOG2
0,0xd88e40f47c10,\\LOCAL\\mojo.12500.14800.10094409555393358561
0,0xd88e40f47da0,\\LOCAL\\mojo.12500.14800.10094409555393358561
0,0xd88e40f480c0,\\Users\\night01\\AppData\\Local\\Microsoft\\Edge\\User Data\\Default\\DIPS-journal
0,0xd88e40f48250,\\Users\\night01\\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000001.regtrans-ms
0,0xd88e40f483e0,\\$Directory
0,0xd88e40f48570,\\$Directory
0,0xd88e40f48700,\\Windows\\System32\\SettingSync.dll
0,0xd88e40f48890,\\Device\\HarddiskVolume4\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\usrClass.dat{0ca47e46-7d4c-11ef-8189-000c29440882}.TM
0,0xd88e40f48a20,\\Windows\\System32\\AppxAllUserStore.dll
0,0xd88e40f48d40,\\$Directory
0,0xd88e40f48ed0,\\Windows\\System32\\Windows.CloudStore.dll
0,0xd88e40f491f0,\\Windows\\Prefetch\\PfPre_0f63e1fd.mkd
0,0xd88e40f49380,\\$Directory
0,0xd88e40f49510,\\Windows\\Fonts\\arial.ttf
0,0xd88e40f496a0,\\Windows\\System32\\shacctprofile.dll
0,0xd88e40f49830,\\$Directory
0,0xd88e40f499c0,\\$Directory
0,0xd88e40f49b50,\\Windows\\Fonts\\arialbd.ttf
0,0xd88e40f49ce0,\\Windows\\System32\\gamestreamingext.dll
0,0xd88e40f49e70,\\Windows\\Fonts\\arialbi.ttf
0,0xd88e40f4a190,\\$Directory
0,0xd88e40f4a4b0,\\$Directory
0,0xd88e40f4a640,\\$Directory
0,0xd88e40f4a7d0,\\$Directory
0,0xd88e40f4aaf0,\\Windows\\System32\\en-US\\KernelBase.dll.mui
0,0xd88e40f4ac80,\\$Directory
0,0xd88e40f4ae10,\\$Directory
0,0xd88e40f4b130,\\$Directory
0,0xd88e40f4b2c0,\\Windows\\System32\\coreaudiopolicymanagerext.dll
0,0xd88e40f4b450,\\$Directory
0,0xd88e40f4b5e0,\\Windows\\Fonts\\ARIALN.TTF
0,0xd88e40f4b900,\\Windows\\Fonts\\ARIALNBI.TTF
0,0xd88e40f4ba90,\\$Directory
0,0xd88e40f4bc20,\\Windows\\System32\\TokenBroker.dll
0,0xd88e40f4c0d0,\\Users\\night01\\AppData\\Local\\Packages\\Microsoft.Windows.Search_cw5n1h2txyewy\\LocalState\\AppIconCache\\175\\Microsoft_AutoGenerated_{C1C6F8AC-40A3-0F5C-146F-65A9DC70BBB4}
0,0xd88e40f4c3f0,\\Users\\night01\\AppData\\Local\\Microsoft\\Office\\OTele\\winword.exe.db
0,0xd88e40f4c580,\\$Directory
0,0xd88e40f4c710,\\Users\\night01\\AppData\\Local\\Microsoft\\Office\\OTele\\winword.exe.db-shm
0,0xd88e40f4c8a0,\\Windows\\Registration\\R00000000000d.clb
0,0xd88e40f4ca30,\\Windows\\Fonts\\ARIALNB.TTF
0,0xd88e40f4cbc0,\\Users\\night01\\AppData\\Local\\Microsoft\\Office\\OTele\\winword.exe.db-wal
0,0xd88e40f4cd50,\\$Directory
0,0xd88e40f4cee0,\\CMApi
0,0xd88e40f4d200,\\Windows\\Fonts\\segoeuib.ttf
0,0xd88e40f4d390,\\Windows
0,0xd88e40f4d520,\\AsyncConnectHlp
0,0xd88e40f4d6b0,\\Windows\\Fonts\\ARIALNI.TTF
0,0xd88e40f4d840,\\Windows\\System32
0,0xd88e40f4d9d0,\\Windows\\Fonts\\ariblk.ttf
0,0xd88e40f4db60,\\$Directory
0,0xd88e40f4dcf0,\\Windows\\SysWOW64\\oleaut32.dll
0,0xd88e40f4de80,\\AsyncConnectHlp
0,0xd88e40f4e1a0,\\Windows\\System32\\NotificationController.dll
0,0xd88e40f4e4c0,\\Windows\\Fonts\\ariali.ttf
0,0xd88e40f4e650,\\Windows\\System32\\modernexecserver.dll
0,0xd88e40f4e7e0,\\$Directory
0,0xd88e40f4eb00,\\Windows\\SysWOW64\\cryptbase.dll
0,0xd88e40f4ee20,\\Windows\\System32\\svchost.exe
0,0xd88e40f4f460,\\Users\\night01\\AppData\\Local\\Packages\\Microsoft.Windows.Search_cw5n1h2txyewy\\LocalState\\AppIconCache\\175\\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_cmd_exe
0,0xd88e40f4f5f0,\\Program Files (x86)\\Dropbox\\Update\\1.3.911.1\\goopdate.dll
0,0xd88e40f4f780,\\$Directory
0,0xd88e40f4f910,\\Windows\\Fonts\\arialbd.ttf
0,0xd88e40f4fc30,\\Windows\\WinSxS\\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.4355_none_a865f0c28672571c
0,0xd88e40f4fdc0,\\Windows\\SysWOW64\\netapi32.dll
0,0xd88e40f500e0,\\ProgramData\\Dropbox\\Update\\Log\\DropboxUpdate.log-2024-10-12-04-37-03-990-5772
0,0xd88e40f50270,\\Windows\\System32\\en-US\\svchost.exe.mui
0,0xd88e40f50590,\\$ConvertToNonresident
0,0xd88e40f50720,\\Windows\\System32\\en-US\\svchost.exe.mui
0,0xd88e40f508b0,\\Windows\\System32
0,0xd88e40f50a40,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\WebCache\\WebCacheV01.dat
0,0xd88e40f50bd0,\\$Directory
0,0xd88e40f50d60,\\Windows\\SysWOW64\\cscapi.dll
0,0xd88e40f50ef0,\\Windows\\System32\\dxva2.dll
0,0xd88e40f51210,\\Windows\\System32\\svchost.exe
0,0xd88e40f51530,\\Windows\\System32\\en-US\\taskhostw.exe.mui
0,0xd88e40f516c0,\\Windows\\SysWOW64\\cryptsp.dll
0,0xd88e40f51850,\\Windows\\System32\\en-US\\MsCtfMonitor.dll.mui
0,0xd88e40f51b70,\\Windows\\System32
0,0xd88e40f51d00,\\Windows\\System32\\TabSvc.dll
0,0xd88e40f51e90,\\Windows\\SysWOW64\\dsreg.dll
0,0xd88e40f52ca0,\\Windows\\SysWOW64\\dbgcore.dll
0,0xd88e410448d0,\\$NonCachedIo
0,0xd88e411431e0,\\Windows\\System32\\ctfmon.exe
0,0xd88e41143690,\\Windows\\System32\\QuietHours.dll
0,0xd88e41143820,\\CMApi
0,0xd88e41143cd0,\\Windows\\Registration\\R00000000000d.clb
0,0xd88e41143e60,\\Windows\\SysWOW64\\mstask.dll
0,0xd88e41144180,\\Windows\\System32\\Windows.Networking.BackgroundTransfer.BackgroundManagerPolicy.dll
0,0xd88e41144310,\\Windows\\System32\\AppContracts.dll
0,0xd88e411444a0,\\Windows\\System32\\PCShellCommonProxyStub.dll
0,0xd88e411447c0,\\Windows\\ServiceProfiles\\NetworkService\\AppData\\Local\\Microsoft\\Windows\\DeliveryOptimization\\Cache\\017129214aa3bb5dca4cc3fd7678e5b19f22478a\\content.bin
0,0xd88e41144950,\\Program Files (x86)\\Dropbox\\Update\\1.3.911.1\\DropboxCrashHandler.exe
0,0xd88e41144c70,\\Windows\\System32\\ACPBackgroundManagerPolicy.dll
0,0xd88e411452b0,\\Program Files\\WindowsApps\\Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\\msvcp140_app.dll
0,0xd88e41145440,\\Windows\\Registration\\R00000000000d.clb
0,0xd88e411455d0,\\CMNotify
0,0xd88e41145760,\\Windows\\System32\\Windows.Security.Authentication.Web.Core.dll
0,0xd88e411458f0,\\Windows\\System32\\BackgroundMediaPolicy.dll
0,0xd88e41145c10,\\Windows\\Registration\\R00000000000d.clb
0,0xd88e41145da0,\\Windows\\System32\\notificationplatformcomponent.dll
0,0xd88e411460c0,\\Program Files (x86)\\Microsoft\\Edge\\Application\\129.0.2792.89
0,0xd88e41146250,\\Windows\\System32\\PlaySndSrv.dll
0,0xd88e41146700,\\Users\\night01\\AppData\\Roaming\\Slack\\Session Storage\\000006.log
0,0xd88e41146890,\\Windows\\System32\\ShareHost.dll
0,0xd88e41146ed0,\\Windows\\System32
0,0xd88e411471f0,\\Windows\\System32\\SmartCardBackgroundPolicy.dll
0,0xd88e41147380,\\Windows\\System32\\Windows.System.Launcher.dll
0,0xd88e41147510,\\$ConvertToNonresident
0,0xd88e41147b50,\\ProgramData\\Dropbox\\Update\\Log\\DropboxUpdate.log-2024-10-12-04-37-04-052-3000
0,0xd88e41147ce0,\\Windows\\System32\\PackageStateChangeHandler.dll
0,0xd88e41148190,\\Windows\\WinSxS\\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.4355_none_a865f0c28672571c
0,0xd88e41148320,\\Windows\\explorer.exe
0,0xd88e411484b0,\\Windows\\System32\\en-US\\ctfmon.exe.mui
0,0xd88e41148640,\\Windows\\System32\\SebBackgroundManagerPolicy.dll
0,0xd88e41148960,\\Windows\\System32\\en-US\\crypt32.dll.mui
0,0xd88e41148af0,\\Program Files (x86)\\Dropbox\\Update\\1.3.911.1
0,0xd88e41148e10,\\CMNotify
0,0xd88e41149130,\\Windows
0,0xd88e411495e0,\\Windows\\Registration\\R00000000000d.clb
0,0xd88e41149900,\\Windows\\System32\\twinapi.dll
0,0xd88e41149c20,\\Windows\\System32\\svchost.exe
0,0xd88e41149db0,\\$Directory
0,0xd88e4114a260,\\Windows\\System32\\CoreShellExtFramework.dll
0,0xd88e4114a580,\\Windows\\System32\\container.dll
0,0xd88e4114a710,\\Windows\\System32\\AppXDeploymentServer.dll
0,0xd88e4114ad50,\\Windows\\System32
0,0xd88e4114aee0,\\Windows\\System32\\MrmDeploy.dll
0,0xd88e4114b200,\\Windows\\ServiceProfiles\\LocalService\\AppData\\Local\\FontCache\\~FontCache-S-1-5-21-411441930-1948176133-3753348345-1106.dat
0,0xd88e4114b390,\\Windows\\System32\\InputLocaleManager.dll
0,0xd88e4114b520,\\Windows\\System32\\ExplorerFrame.dll
0,0xd88e4114bb60,\\Windows\\System32\\twinui.appcore.dll
0,0xd88e4114bcf0,\\Windows\\System32\\wlidprov.dll
0,0xd88e4114c650,\\Windows\\System32\\MTFServer.dll
0,0xd88e4114c7e0,\\Windows\\System32
0,0xd88e4114d2d0,\\Windows\\System32\\en-US\\svchost.exe.mui
0,0xd88e4114d460,\\Windows\\System32\\cdpsvc.dll
0,0xd88e4114d5f0,\\Windows\\WinSxS\\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.4355_none_60b8b9eb71f62e16
0,0xd88e4114d780,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\Caches\\cversions.1.db
0,0xd88e4114ddc0,\\Program Files\\WindowsApps\\Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\\vccorlib140_app.dll
0,0xd88e4114e0e0,\\Dev\\Query
0,0xd88e4114e270,\\Windows\\System32\\AppResolver.dll
0,0xd88e4114e400,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\Caches\\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x000000000000000a.db
0,0xd88e4114e590,\\Program Files\\WindowsApps\\Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\\vcruntime140_app.dll
0,0xd88e4114e8b0,\\Windows\\en-US\\explorer.exe.mui
0,0xd88e4114ea40,\\Dev\\Query
0,0xd88e4114ebd0,\\Dev\\Query
0,0xd88e4114f210,\\Program Files\\Common Files\\microsoft shared\\ink\\tiptsf.dll
0,0xd88e4114f6c0,\\$Directory
0,0xd88e4114f850,\\CMApi
0,0xd88e4114fd00,\\$Directory
0,0xd88e411501b0,\\Windows\\System32\\dusmapi.dll
0,0xd88e41150340,\\Windows\\System32\\en-US\\KernelBase.dll.mui
0,0xd88e411504d0,\\$Directory
0,0xd88e411507f0,\\Windows\\System32\\DataExchange.dll
0,0xd88e41150e30,\\$Directory
0,0xd88e41151150,\\Windows\\System32\\StartTileData.dll
0,0xd88e41151790,\\$Directory
0,0xd88e41151ab0,\\$Directory
0,0xd88e41151dd0,\\Windows\\System32\\wpnprv.dll
0,0xd88e411528c0,\\Windows\\Registration\\R00000000000d.clb
0,0xd88e41152d70,\\Windows\\WinSxS\\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.4355_none_60b8b9eb71f62e16
0,0xd88e411533b0,\\Windows\\System32\\vaultcli.dll
0,0xd88e41153860,\\Windows\\System32
0,0xd88e411539f0,\\Windows\\ImmersiveControlPanel\\resources.pri
0,0xd88e41153b80,\\Windows\\System32\\ContentDeliveryManager.Utilities.dll
0,0xd88e41153d10,\\Windows\\ServiceProfiles\\LocalService\\AppData\\Local\\FontCache\\~FontCache-FontSet-S-1-5-21-411441930-1948176133-3753348345-1106.dat
0,0xd88e41153ea0,\\Windows\\WinSxS\\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.4355_none_60b8b9eb71f62e16
0,0xd88e411541c0,\\Windows\\System32\\wpnclient.dll
0,0xd88e411544e0,\\Windows\\WinSxS\\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.4355_none_60b8b9eb71f62e16
0,0xd88e41154670,\\Windows\\System32\\Windows.Cortana.OneCore.dll
0,0xd88e41154800,\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe
0,0xd88e41154e40,\\Program Files\\WindowsApps\\Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bbwe\\vcruntime140_1_app.dll
0,0xd88e411552f0,\\Windows\\System32\\en-US\\pnidui.dll.mui
0,0xd88e41155480,\\$Directory
0,0xd88e41155ac0,\\Windows\\rescache\\_merged\\987641329\\973720354.pri
0,0xd88e41155c50,\\Windows\\WinSxS\\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.4355_none_60b8b9eb71f62e16
0,0xd88e41156290,\\Windows\\SysWOW64\\mscoree.dll
0,0xd88e41156740,\\Windows\\System32\\en-US\\svchost.exe.mui
0,0xd88e41156a60,\\Windows\\Registration\\R00000000000d.clb
0,0xd88e41156bf0,\\Windows\\System32\\twinui.dll
0,0xd88e41156d80,\\Windows\\System32\\PhotoMetadataHandler.dll
0,0xd88e411570a0,\\$Directory
0,0xd88e411576e0,\\Users\\night01\\AppData\\Local\\ConnectedDevicesPlatform\\L.night01\\ActivitiesCache.db
0,0xd88e41157b90,\\Windows\\System32\\CBDHSvc.dll
0,0xd88e41157d20,\\Windows\\System32\\en-US\\twinui.pcshell.dll.mui
0,0xd88e41158360,\\Users\\night01\\AppData\\Local\\ConnectedDevicesPlatform\\L.night01\\ActivitiesCache.db-wal
0,0xd88e411584f0,\\Users\\night01\\AppData\\Local\\ConnectedDevicesPlatform\\L.night01\\ActivitiesCache.db-shm
0,0xd88e41158b30,\\Windows\\System32\\ApplicationFrame.dll
0,0xd88e41158cc0,\\$Directory
0,0xd88e41159170,\\$Directory
0,0xd88e41159490,\\Windows\\System32\\en-US\\propsys.dll.mui
0,0xd88e41159620,\\$Directory
0,0xd88e41159940,\\Windows\\System32\\mlang.dll
0,0xd88e41159c60,\\Windows\\ServiceProfiles\\NetworkService\\AppData\\Local\\Microsoft\\Windows\\DeliveryOptimization\\Cache\\22b5c65fa767a4dbfb63781ae77ce9c7e1a1bbc5\\content.bin
0,0xd88e4115a2a0,\\Windows\\System32\\Windows.Shell.BlueLightReduction.dll
0,0xd88e4115a430,\\$Directory
0,0xd88e4115a750,\\Windows\\System32\\Windows.Internal.Signals.dll
0,0xd88e4115a8e0,\\$Directory
0,0xd88e4115aa70,\\DropboxDataPipe
0,0xd88e4115ac00,\\$Directory
0,0xd88e4115b0b0,\\Windows\\System32\\NPSM.dll
0,0xd88e4115b3d0,\\$Directory
0,0xd88e4115b6f0,\\$Directory
0,0xd88e4115ba10,\\Windows\\rescache\\_merged\\2409786729\\2159959979.pri
0,0xd88e4115bba0,\\$Directory
0,0xd88e4115bd30,\\$Directory
0,0xd88e4115bec0,\\Windows\\SystemResources\\ShellComponents\\ShellComponents.pri
0,0xd88e4115c1e0,\\Windows\\System32\\config\\systemprofile\\AppData\\Local\\DataSharing\\Storage\\DSTokenDB2.jfm
0,0xd88e4115c370,\\$Directory
0,0xd88e4115c820,\\$Directory
0,0xd88e4115cb40,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\WebCache\\WebCacheV01.dat
0,0xd88e4115ccd0,\\Windows\\System32\\TaskFlowDataEngine.dll
0,0xd88e4115ce60,\\Windows\\ServiceProfiles\\NetworkService\\AppData\\Local\\Microsoft\\Windows\\DeliveryOptimization\\Cache\\8d650e934c7d0dc8741d667d2b70b20b18d65717\\content.bin
0,0xd88e4115d310,\\Windows\\System32\\Windows.Data.Activities.dll
0,0xd88e4115d7c0,\\Windows\\System32\\en-US\\ESENT.dll.mui
0,0xd88e4115d950,\\$Directory
0,0xd88e4115dc70,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\WebCacheLock.dat
0,0xd88e4115e120,\\$Directory
0,0xd88e4115e2b0,\\$Directory
0,0xd88e4115e760,\\Windows\\ServiceProfiles\\NetworkService\\AppData\\Local\\Microsoft\\Windows\\DeliveryOptimization\\Cache\\f7ea728de4d0822c95b0fa904308eae349c041b0\\content.bin
0,0xd88e4115e8f0,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\WebCache\\WebCacheV01.jfm
0,0xd88e4115f3e0,\\$Directory
0,0xd88e4115f570,\\$Directory
0,0xd88e4115f700,\\Dev\\Query
0,0xd88e4115f890,\\$Directory
0,0xd88e4115fa20,\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscoreei.dll
0,0xd88e4115fd40,\\Windows\\System32\\NotificationControllerPS.dll
0,0xd88e4115fed0,\\$Directory
0,0xd88e41160510,\\Dev\\Query
0,0xd88e411606a0,\\$Directory
0,0xd88e41160830,\\$Directory
0,0xd88e41160b50,\\$Directory
0,0xd88e41160ce0,\\$Directory
0,0xd88e41161190,\\$Directory
0,0xd88e411614b0,\\$Directory
0,0xd88e411617d0,\\CMNotify
0,0xd88e41161af0,\\$Directory
0,0xd88e41161c80,\\$Directory
0,0xd88e411622c0,\\$Directory
0,0xd88e41162450,\\Dev\\Query
0,0xd88e411625e0,\\$Directory
0,0xd88e41162770,\\$Directory
0,0xd88e41162900,\\$Directory
0,0xd88e41162a90,\\$Directory
0,0xd88e411630d0,\\$Directory
0,0xd88e411633f0,\\$Directory
0,0xd88e41163580,\\$Directory
0,0xd88e411638a0,\\$Directory
0,0xd88e41163a30,\\$Directory
0,0xd88e41163bc0,\\$Directory
0,0xd88e41163ee0,\\$Directory
0,0xd88e41164200,\\$Directory
0,0xd88e41164520,\\Users\\night01\\AppData\\Local\\Microsoft\\Edge\\User Data\\Default\\shared_proto_db\\metadata\\000012.log
0,0xd88e41164840,\\Windows\\System32\\Windows.UI.Core.TextInput.dll
0,0xd88e411649d0,\\$Directory
0,0xd88e41164cf0,\\$Directory
0,0xd88e41165330,\\Windows\\SystemApps\\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy
0,0xd88e411654c0,\\$Directory
0,0xd88e411657e0,\\$Directory
0,0xd88e41165c90,\\Windows\\System32\\en-US\\winnlsres.dll.mui
0,0xd88e41165e20,\\$Directory
0,0xd88e41166140,\\Windows\\System32\\Windows.Security.Integrity.dll
0,0xd88e411662d0,\\Windows\\System32\\en-US\\dsreg.dll.mui
0,0xd88e411665f0,\\ProgramData\\Microsoft\\Windows\\AppRepository\\Packages\\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.4239_neutral_neutral_cw5n1h2txyewy\\ActivationStore.dat
0,0xd88e41166aa0,\\Windows\\System32\\en-US\\iertutil.dll.mui
0,0xd88e41166c30,\\$Directory
0,0xd88e41166dc0,\\$Directory
0,0xd88e41167590,\\$Directory
0,0xd88e411678b0,\\$Directory
0,0xd88e41167a40,\\$Directory
0,0xd88e41168080,\\$Directory
0,0xd88e41168210,\\$Directory
0,0xd88e411689e0,\\ProgramData\\Microsoft\\Windows\\AppRepository\\Packages\\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.4239_neutral_neutral_cw5n1h2txyewy\\ActivationStore.dat
0,0xd88e411694d0,\\Windows\\SysWOW64\\WindowsCodecs.dll
0,0xd88e41169660,\\Windows\\SysWOW64\\activeds.dll
0,0xd88e41169980,\\ProgramData\\Microsoft\\Windows\\AppRepository\\Packages\\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.4239_neutral_neutral_cw5n1h2txyewy\\ActivationStore.dat.LOG2
0,0xd88e41169b10,\\Windows\\System32\\cflapi.dll
0,0xd88e41169ca0,\\Windows\\System32\\LicenseManagerApi.dll
0,0xd88e4116a470,\\$Directory
0,0xd88e4116a920,\\Windows\\System32\\en-US\\KernelBase.dll.mui
0,0xd88e4116ac40,\\Windows\\SysWOW64\\ntshrui.dll
0,0xd88e4116add0,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\INetCache\\Content.MSO\\31319B5B.png
0,0xd88e4116b0f0,\\Users\\night01\\AppData\\Local\\Microsoft\\FontCache\\4\\CloudFonts\\Aptos Display\\30169865670.ttf
0,0xd88e4116b280,\\ProgramData\\Microsoft\\Windows\\AppRepository\\Packages\\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.4239_neutral_neutral_cw5n1h2txyewy\\ActivationStore.dat.LOG1
0,0xd88e4116b5a0,\\$ConvertToNonresident
0,0xd88e4116c090,\\Users\\night01\\AppData\\Local\\Microsoft\\Windows\\INetCache\\Content.Word\\~WRS{B5941C76-4DC6-4CFB-B617-0C9B74215324}.tmp
0,0xd88e4116c3b0,\\$Directory
0,0xd88e4116cb80,\\$ConvertToNonresident
0,0xd88e4116d4e0,\\$Directory
0,0xd88e4116d670,\\Users\\night01\\AppData\\Local\\Microsoft\\Office\\OTele\\excel.exe.db-shm
0,0xd88e4116d990,\\$CachedWriteThrough
0,0xd88e4116de40,\\Windows\\System32\\en-US\\shell32.dll.mui
0,0xd88e4116e2f0,\\Windows\\SysWOW64\\Windows.Networking.Connectivity.dll
0,0xd88e4116e610,\\Users\\night01\\AppData\\Local\\Microsoft\\Office\\OTele\\excel.exe.db
0,0xd88e4116ec50,\\Users\\night01\\AppData\\Local\\Microsoft\\Office\\OTele\\excel.exe.db-wal
0,0xd88e4116f100,\\Windows\\SysWOW64\\Windows.Security.Authentication.OnlineId.dll
0,0xd88e41170a00,\\$ConvertToNonresident
0,0xd88e41170b90,\\$Directory
0,0xd88e41170d20,\\$Directory
0,0xd88e411727b0,\\$Directory
0,0xd88e41172940,\\Windows\\SysWOW64\\adsldpc.dll
0,0xd88e41173110,\\$Directory
0,0xd88e41173a70,\\Users\\night01\\AppData\\Local\\Microsoft\\Office\\16.0\\UsageMetricsStore\\FileActivityStoreV3\\Excel\\1380790193167760279.C4
0,0xd88e41173c00,\\$Directory
0,0xd88e41174240,\\$Directory
0,0xd88e41174560,\\Endpoint
0,0xd88e41175820,\\Windows\\SystemApps\\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\\resources.pri
